"subjectID","subjectTitle","iconStyle","pdf","keywords","linked","references","favourite","subjectTagline"
"135","CREATININE CLEARANCE","4","CREATININECLEARANCEinfo","Geriatrics Renal Nephrology Medicine","AKINCLASSIFICATIONinfo BUNinfo CKD-EPIinfo CREATININECLEARANCEinfo FREEWATERDEFICITinfo KIDNEYFAILUREinfo DeterioratingPatientAx HaematuriaAx LowUrineOutputAx HyperkalemiaMx IVFluidMx AKI Gentamicin IVFluids Teicoplanin Vancomycin","Eknoyan G, Lameire N, Eckardt K, Kasiske B, Wheeler D, Levin A, Stevens PE, Bilous RW, Lamb EJ, Coresh JJ.$$KDIGO 2012 clinical practice guideline for the evaluation and management of chronic kidney disease  2013$$https://kdigo.org/wp-content/uploads/2017/02/KDIGO_2012_CKD_GL.pdf££Cockcroft DW, Gault H.$$Prediction of creatinine clearance from serum creatinine 1976$$https://www.karger.com/Article/Abstract/180580££Brown DL, Masselink AJ, Lalla CD.$$Functional range of creatinine clearance for renal drug dosing: a practical solution to the controversy of which weight to use in the Cockcroft-Gault equation 2013$$https://journals.sagepub.com/doi/pdf/10.1345/aph.1S176","0","Calculates Creatinine Clearance according to the Cockcroft-Gault equation"
"136","CDAI","4","CDAIinfo","Gastroenterology abdomen inflammatory IDB bowel","ATLASSCORECDIFFinfo HARVEY-BRADSHAWinfo MAYOSCOREinfo TRUELOVEWITTSinfo AbdoPainAx RectalBleedingAx ColitisMx AXR","Best WR, Becktel JM, Singleton JW, Kern Jr F$$Development of a Crohn's disease activity index: National Cooperative Crohn's Disease Study 1976$$https://www.sciencedirect.com/science/article/pii/S0016508576801631££J√∏rgensen LG, Fredholm L, Hyltoft Petersen P, Hey H, Munkholm P, Brandslund I$$How accurate are clinical activity indices for scoring of disease activity in inflammatory bowel disease (IBD)? 2011$$https://www.degruyter.com/document/doi/10.1515/CCLM.2005.073/html££Yoshida EM$$The Crohn's Disease Activity Index, its derivatives and the inflammatory bowel disease questionnaire: A review of instruments to assess in Crohn's disease 1999$$https://www.hindawi.com/journals/cjgh/1999/506915/abs/","0","Crohn's Disease Activity Index: current severity of Crohn's disease"
"137","CURB-65","4","CURB-65info","Emergency GP Respiratory Chest SOB LRTI","BAP-65SCOREinfo GOLDinfo LIGHT'SCRITERIAinfo PackYearsCalcinfo ChestPainAx FeverAx HaemoptysisAx SOBAx AcuteAsthmaMx COPDExacerbationMx PneumoniaMx ABGAnalysis CXR OxygenDelivery","Lim WS, Van der Eerden MM, Laing R, Boersma WG, Karalus N, Town GI, Lewis SA, Macfarlane J.$$Defining community acquired pneumonia severity on presentation to hospital: an international derivation and validation study 2003$$https://thorax.bmj.com/content/58/5/377.short££Shah NN, Shah BA, Ahmed W, Dhobi GN, Haq I.$$Validity of pneumonia severity index and curb-65 severity scoring systems in community-acquired pneumonia in a third world country 2009$$https://journal.chestnet.org/article/S0012-3692(16)47639-7/abstract££Aujesky D, Auble TE, Yealy DM, Stone RA, Obrosky DS, Meehan TP, Graff LG, Fine JM, Fine MJ.$$Prospective comparison of three validated prediction rules for prognosis in community-acquired pneumonia 2005$$https://www.sciencedirect.com/science/article/pii/S0002934305000070££Myint PK, Kamath AV, Vowler SL, Maisey DN, Harrison BD.$$Severity assessment criteria recommended by the British Thoracic Society (BTS) for community-acquired pneumonia (CAP) and older patients. Should SOAR (systolic blood pressure, oxygenation, age and respiratory rate) criteria be used in older people? A compilation study of two prospective cohorts 2006$$https://academic.oup.com/ageing/article-abstract/35/3/286/40423","0","Estimates mortality of community-acquired pneumonia"
"138","FIB-4","4","FIB-4info","Gastroenterology Abdomen Hepatic Hepatology","APRIinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo AlcoholMx DecompensatedCirrhosisMx HyperglycaemiaMx AsciticFluidAnalysis Insulin","Sterling RK, Lissen E, Clumeck N, Sola R, Correa MC, Montaner J, Sulkowski MS, Torriani FJ, Dieterich DT, Thomas DL, Messinger D$$Development of a simple noninvasive index to predict significant fibrosis in patients with HIV/HCV coinfection 2006$$https://journals.lww.com/hep/fulltext/2006/06000/Development_of_a_simple_noninvasive_index_to.19.aspx££Kim BK, Kim DY, Park JY, Ahn SH, Chon CY, Kim JK, Paik YH, Lee KS, Park YN, Han KH$$Validation of FIB-4 and comparison with other simple noninvasive indices for predicting liver fibrosis and cirrhosis in hepatitis B virus infected patients 2010$$https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1478-3231.2009.02192.x?casa_token=ny41EGyrf_kAAAAA:7nL5ZKe3R4bUMu4li0zl1SBkfS1xk1mTpGR_xZlL6T76v72NqdmQGFZwT5TQfYBuvBzzgxxlZcBC2Go££McPherson S, Hardy T, Dufour JF, Petta S, Romero-Gomez M, Allison M, Oliveira CP, Francque S, Van Gaal L, Schattenberg JM, Tiniakos D$$Age as a confounding factor for the accurate non-invasive diagnosis of advanced NAFLD fibrosis 2017$$https://journals.lww.com/ajg/fulltext/2017/05000/age_as_a_confounding_factor_for_the_accurate.21.aspx","0","Index for Liver Fibrosis. Non-invasive estimate of liver fibrosis in HCV & HBV patients to assess need for biopsy."
"139","FORREST CLASSIFICATION","4","FORRESTinfo","Gastroenterology Surgery General Surgery UGIB haemorrhage","GLASGOWBLATCHFORDinfo ROCKALLPOST-ENDOSCOPYinfo ROCKALLPRE-ENDOSCOPYinfo HaematemesisAx TransfusionMx UpperGIBleedMx ClottingProducts TransfusionConsent VascularAnatomy","Forrest JH, Finlayson ND, Shearman DJ$$Endoscopy in gastrointestinal bleeding 1974$$https://www.sciencedirect.com/science/article/pii/S014067367491770X££de Groot NL, van Oijen MG, Kessels K, Hemmink M, Weusten BL, Timmer R, Hazen WL, van Lelyveld N, Vermeijden RR, Curvers WL, Baak BC$$Reassessment of the predictive value of the Forrest classification for peptic ulcer rebleeding and mortality: can classification be simplified? 2014$$https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0033-1344884","0","Forrest Classification of Upper GI Bleeding: severity based on endoscopic finding"
"140","FeverPAIN SCORE","4","FeverPAINinfo","GP ENT Otorhinolaryngology throat tonsillitis","CENTORinfo FeverAx SOBAx Sepsis6","Little P, Hobbs FR, Mant D, McNulty CA, Mullee M$$Incidence and clinical variables associated with streptococcal throat infections: a prospective diagnostic cohort study 2012$$https://bjgp.org/content/62/604/e787.short££Little P, Moore M, Hobbs FD, Mant D, McNulty C, Williamson I, Cheng E, Stuart B, Kelly J, Barnett J, Mullee M$$PRImary care Streptococcal Management (PRISM) study: identifying clinical variables associated with Lancefield group A beta-haemolytic streptococci and Lancefield non-Group A streptococcal throat infections from two cohorts of patients presenting with an acute sore throat 2013$$https://bmjopen.bmj.com/content/3/10/e003943.short","0","Estimates probability that acute pharyngitis is streptococcal in nature"
"141","FREE WATER DEFICIT","4","FREEWATERDEFICITinfo","Critical Care ITU Intensive Care Endocrinology","BUNinfo HYPONATRAEMIANADEFICIT-ADULTinfo SODIUMCORRECTIONinfo LowUrineOutputAx HyperkalemiaMx HyponatremiaMx IVFluidMx AKI IVFluids","Adrogue HJ, Madias NE.$$Hypernatremia 2000$$https://www.nejm.org/doi/full/10.1056/nejm200005183422006££Barsoum NR, Levine BS.$$Current prescriptions for the correction of hyponatraemia and hypernatraemia: are they too simple? 2002$$https://academic.oup.com/ndt/article-abstract/17/7/1176/1813135","0","Calculates free water deficit in hypernatremia by estimated total body water"
"142","GAD-7","4","GAD-7info","GP Psychiatry mental","HAMILTONANXIETYSCALEinfo MDIinfo PHQ-9info ConfusionAx AlcoholMx CapacityConsent","Spitzer RL, Kroenke K, Williams JB, Lowe B$$A brief measure for assessing generalized anxiety disorder: the GAD-7 2006$$https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/410326/££Ruiz MA, Zamorano E, Garce-Campayo J, Pardo A, Freire O, Rejas J$$Validity of the GAD-7 scale as an outcome measure of disability in patients with generalized anxiety disorders in primary care 2011$$https://www.sciencedirect.com/science/article/pii/S016503271000491X££Kroenke K, Spitzer RL, Williams JB, Monahan PO, Lowe B$$Anxiety disorders in primary care: prevalence, impairment, comorbidity, and detection 2007$$https://www.acpjournals.org/doi/abs/10.7326/0003-4819-146-5-200703060-00004","0","General Anxiety Disorder-7: measures severity of anxiety"
"143","GCA PROBABILITY SCORE","4","GCAinfo","Ophthalmology Orthopaedics Headache PMR inflammation temporal","AGEADJUSTEDCRPESRinfo MEWSinfo NEWS2info OphthalmologyEx HeadacheAx OphthalmologyMx","Melville AR, Donaldson K, Dale J, Ciechomska A$$Validation of the Southend giant cell arteritis probability score in a Scottish single-centre fast-track pathway 2022$$https://academic.oup.com/rheumap/article-abstract/6/1/rkab102/6462437££Sebastian A, van der Geest KS, Tomelleri A, Macchioni P, Klinowski G, Salvarani C, Prieto-Pena D, Conticini E, Khurshid M, Dagna L, Brouwer E$$Development of a diagnostic prediction model for giant cell arteritis by sequential application of Southend Giant Cell Arteritis Probability Score and ultrasonography: a prospective multicentre study 2024$$https://www.thelancet.com/journals/lanrhe/article/PIIS2665-9913(24)00027-4/abstract","0","Risk stratification of patients with potential GCA"
"144","GCS","4","GCSinfo","Critical Care ITU Intensive Care Emergency GP Neurology GCS","4ASDELERIUMinfo GCSPUPILinfo MEWSinfo NEWS2info NIHSSinfo OTTAWASAHRULEinfo WESTHAVENinfo ConfusionAx DeterioratingPatientAx LowGCSAx StrokeAx AcuteSeizureMx CervicalSpineInjury EndOfLifeMedications HeadInjury HypoglycaemiaMx SedationMx CSFAnalysis NeuroAnatomy NeuroExam","Teasdale G, Jennett B.$$Assessment of coma and impaired consciousness: a practical scale 1974$$https://www.sciencedirect.com/science/article/pii/S0140673674916390££Moore L, Lavoie A, Camden S, Le Sage N, Sampalis JS, Bergeron E, Abdous B.$$Statistical validation of the Glasgow coma score 2006$$https://journals.lww.com/jtrauma/Fulltext/2006/06000/Improving_the_Glasgow_Coma_Scale_Score__Motor.12.aspx££Reith FC, Van den Brande R, Synnot A, Gruen R, Maas AI.$$The reliability of the Glasgow Coma Scale: a systematic review 2016$$https://link.springer.com/article/10.1007/s00134-015-4124-3","0","Coma severity based on Eye, Verbal, and Motor criteria"
"145","GCS + PUPIL","4","GCSPUPILinfo","Critical Care ITU Intensive Care Emergency GP Neurology GCS","GCSinfo MEWSinfo NEWS2info NIHSSinfo OTTAWASAHRULEinfo ConfusionAx DeterioratingPatientAx LowGCSAx StrokeAx AcuteSeizureMx CervicalSpineInjury EndOfLifeMedications HeadInjury HypoglycaemiaMx SedationMx CSFAnalysis NeuroAnatomy NeuroExam","Brennan PM, Murray GD, Teasdale GM.$$Simplifying the use of prognostic information in traumatic brain injury. Part 1: The GCS-Pupils score: an extended index of clinical severity 2018$$https://thejns.org/view/journals/j-neurosurg/128/6/article-p1612.xml","0","Combines GCS and pupil reactivity for greater accuracy at low GCS"
"146","GLASGOW BLATCHFORD","4","GLASGOWBLATCHFORDinfo","Emergency Gastroenterology Surgery General Surgery GP GCS","FORRESTinfo ROCKALLPOST-ENDOSCOPYinfo ROCKALLPRE-ENDOSCOPYinfo HaematemesisAx TransfusionMx UpperGIBleedMx TransfusionConsent VascularAnatomy","Blatchford O, Murray WR, Blatchford M.$$A risk score to predict need for treatment for upper gastrointestinal haemorrhage 2000$$https://www.sciencedirect.com/science/article/pii/S0140673600028166££Chen IC, Hung MS, Chiu TF, Chen JC, Hsiao CT.$$Risk scoring systems to predict need for clinical intervention for patients with nonvariceal upper gastrointestinal tract bleeding 2007$$https://www.sciencedirect.com/science/article/pii/S0735675707000034","0","Stratifies upper GI bleeding patient risk status"
"147","GLASGOW-IMRIE","4","GLASGOW-IMRIEinfo","Emergency Gastroenterology Surgery General Surgery Abdomen pancreas","AUDIT-Cinfo BISAPSCOREinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo CIWA-Arinfo FIB-4info AbdoPainAx AlcoholMx AsciticFluidAnalysis","Blamey SL, Imrie CW, O'neill J, Gilmour WH, Carter DC.$$Prognostic factors in acute pancreatitis 1984$$https://gut.bmj.com/content/25/12/1340.abstract££Mounzer R, Langmead CJ, Wu BU, Evans AC, Bishehsari F, Muddana V, Singh VK, Slivka A, Whitcomb DC, Yadav D, Banks PA.$$Comparison of existing clinical scoring systems to predict persistent organ failure in patients with acute pancreatitis 2012$$https://www.sciencedirect.com/science/article/pii/S0016508512003381","0","Determines severity of acute pancreatitis"
"148","GLASGOW ALCOHOLIC HEPATITIS","4","GLASGOWALCOHOLICHEPATITISinfo","Gastroenterology liver hepatology hepatic","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo CIWA-Arinfo LILLEMODELinfo MADDREY'Sinfo WESTHAVENinfo DecompensatedCirrhosisMx","Forrest EH, Evans CD, Stewart S, Phillips M, Oo YH, McAvoy NC, Fisher NC, Singhal S, Brind A, Haydon G, O'grady J$$Analysis of factors predictive of mortality in alcoholic hepatitis and derivation and validation of the Glasgow alcoholic hepatitis score 2005$$https://gut.bmj.com/content/54/8/1174.short","0","Predicts mortality in patients with alcoholic hepatitis by lab results and age"
"149","HAMILTON ANXIETY SCALE","4","HAMILTONANXIETYSCALEinfo","Psychiatry GP mental","GAD-7info MDIinfo ConfusionAx AlcoholMx CapacityConsent","Hamilton MA$$The assessment of anxiety states by rating 1959$$https://www.intechopen.com/chapters/19365££Maier W, Buller R, Philipp M, Heuser I$$The Hamilton Anxiety Scale: reliability, validity and sensitivity to change in anxiety and depressive disorders 1988$$https://www.sciencedirect.com/science/article/pii/0165032788900729££Bech P$$Measuring states of anxiety with clinician-rated and patient-rated scales. Different views of anxiety disorders 2011$$https://books.google.com/books?hl=en&lr=&id=ToqfDwAAQBAJ&oi=fnd&pg=PA169&dq=Measuring+States+of+Anxiety+with+Clinician-Rated+and+Patient-Rated+Scales&ots=YB3muzBkhc&sig=H4qrJQrLW0x8xcqhs-DrD3nCxz0","0","Assesses level of anxiety based on clinical questions"
"150","HARVEY-BRADSHAW","4","HARVEY-BRADSHAWinfo","Gastroenterology Abdomen IBD bowel inflammatory","ATLASSCORECDIFFinfo CDAIinfo MAYOSCOREinfo TRUELOVEWITTSinfo AbdoPainAx RectalBleedingAx ColitisMx AXR","Harvey RF, Bradshaw JM.$$A simple index of Crohn's-disease activity 1980$$https://www.academia.edu/download/54004653/S0140-6736_2880_2992767-120170728-23808-1veyigh.pdf££Gomes P, du Boulay C, Smith CL, Holdstock G.$$Relationship between disease activity indices and colonoscopic findings in patients with colonic inflammatory bowel disease 1986$$https://gut.bmj.com/content/27/1/92.abstract££Tun GS, Cripps S, Lobo AJ.$$Crohn's disease: management in adults, children and young people‚Äìconcise guidance 2018$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6334085/","0","Index stratifies severity of Crohn's disease"
"151","HAS-BLED Score","4","HAS-BLEDScoreinfo","Cardiology GP haemorrhage","AGE-ADJUSTEDD-DIMERinfo CHA2DS2-VAScScoreinfo WELLSDVTinfo WELLSPEinfo HaematemesisAx RectalBleedingAx StrokeAx DVTPEMx EpistaxisMx INRMx VTEProphylaxis","Pisters R, Lane DA, Nieuwlaat R, De Vos CB, Crijns HJ, Lip GY.$$A novel user-friendly score (HAS-BLED) to assess 1-year risk of major bleeding in patients with atrial fibrillation: the Euro Heart Survey 2010$$https://www.sciencedirect.com/science/article/pii/S0012369210605855££Lip GY, Frison L, Halperin JL, Lane DA.$$Comparative validation of a novel risk score for predicting bleeding risk in anticoagulated patients with atrial fibrillation: the HAS-BLED (Hypertension, Abnormal Renal/Liver Function, Stroke, Bleeding History or Predisposition, Labile INR, Elderly, Drugs/Alcohol Concomitantly) score 2011$$https://www.jacc.org/doi/abs/10.1016/j.jacc.2010.09.024","0","Estimates risk of major bleeding for patients on anticoagulation"
"152","HYPOALBUMINEMIA CA CORRECTION","4","CALCIUMCORRECTIONHYPOALBUMINinfo","Critical Care ITU Intensive Care Endocrinology Gastroenterology electrolytes albumin","DecompensatedCirrhosisMx HypercalcaemiaMx HypocalcaemiaMx RefeedingSyndrome","Payne RB, Little AJ, Williams RB, Milner JR$$Interpretation of serum calcium in patients with abnormal serum proteins 1973$$https://www.bmj.com/content/4/5893/643.abstract","0","Calculates a corrected calcium level for patients with hypoalbuminemia"
"153","HYPONATRAEMIA NA DEFICIT - ADULT","4","HYPONATRAEMIANADEFICIT-ADULTinfo","Endocrinology electrolytes sodium","ConfusionAx HyperglycaemiaMx HyponatremiaMx IVFluidMx IVFluids","Adrogue HJ, Madias NE$$Hyponatremia 2000$$https://www.nejm.org/doi/full/10.1056/nejm200005253422107££Oh MS, Uribarri J, Barrido D, Landman E, Choi KC, Carroll HJ$$Case Report: Danger of Central Pontine Myelinoysis in Hypotonic Dehydration and Recommendation for Treatment 1989$$https://www.sciencedirect.com/science/article/pii/S0002962915362807££Mohmand HK, Issa D, Ahmad Z, Cappuccio JD, Kouides RW, Sterns RH$$Hypertonic saline for hyponatremia: risk of inadvertent overcorrection 2007$$https://journals.lww.com/cjasn/fulltext/2007/11000/hypertonic_saline_for_hyponatremia__risk_of.7.aspx","0","Calculates sodium quantity deficit in hyponatraemia for adults"
"154","BODY WEIGHT - IDEAL","4","IDEALBODYWEIGHTinfo","Critical Care ITU Intensive Care Gastroenterology GP","BMIinfo BSAinfo IVFluidMx VTEProphylaxis IVFluids RefeedingSyndrome","Pai MP, Paloucek FP.$$The origin of the ideal body weight equations 2000$$https://journals.sagepub.com/doi/pdf/10.1345/aph.19381","0","Calculates ideal body weight using Devine formula"
